Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Bracelet style (product.metafields.custom.bracelet_style),CTW (product.metafields.custom.ctw),Diamond cut (product.metafields.custom.cut_2),Diamond ring setting (product.metafields.custom.diamond_ring_setting),Earring Style (product.metafields.custom.earring_style),Engraving (product.metafields.custom.engraving),Necklace pendant style (product.metafields.custom.necklace_pendant_style),Setting type (product.metafields.custom.setting_type),Stone (product.metafields.custom.stone),Style (product.metafields.custom.style),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Color (product.metafields.shopify.color-pattern),Gemstone type (product.metafields.shopify.gemstone-type),Ring size (product.metafields.shopify.ring-size),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Canada,Price / Canada,Compare At Price / Canada,Included / United States,Price / United States,Compare At Price / United States,Status
tennis-bracelet-lab-grown-diamond-7-90-ctw-in-14k-white-gold-copy-1,Tennis bracelet lab-grown diamond 8.30 (ctw) in 14k white gold,"<p>Choose this 14k white gold bracelet that introduces texture to your look. Featuring an eye-catching, high-class design, this classic style bracelet will add bling to your look and is worth flaunting.</p>
<p>Do you have plans to buy a tennis occasion bracelet? Don’t miss out on this excellent diamond-cut bracelet at the manufacturer's price.</p>
<p> </p>
<table class=""woocommerce-product-attributes shop_attributes"" data-mce-fragment=""1"" style=""width: 100%; height: 233.136px;"">
<tbody data-mce-fragment=""1"">
<tr class=""woocommerce-product-attributes-item woocommerce-product-attributes-item--attribute_pa_metal-type"" data-mce-fragment=""1"" style=""height: 35.5909px;"">
<th class=""woocommerce-product-attributes-item__label"" data-mce-fragment=""1"" style=""width: 48.9822%; height: 35.5909px;"">Metal Type</th>
<td class=""woocommerce-product-attributes-item__value"" data-mce-fragment=""1"" style=""width: 50.7316%; height: 35.5909px;"">
<p data-mce-fragment=""1"">14K Gold</p>
</td>
</tr>
<tr class=""woocommerce-product-attributes-item woocommerce-product-attributes-item--attribute_pa_diamond-type"" data-mce-fragment=""1"" style=""height: 35.5909px;"">
<th class=""woocommerce-product-attributes-item__label"" data-mce-fragment=""1"" style=""width: 48.9822%; height: 35.5909px;"">Diamond Type</th>
<td class=""woocommerce-product-attributes-item__value"" data-mce-fragment=""1"" style=""width: 50.7316%; height: 35.5909px;"">
<p data-mce-fragment=""1"">Lab-grown Diamond</p>
</td>
</tr>
<tr class=""woocommerce-product-attributes-item woocommerce-product-attributes-item--attribute_stone-shape"" data-mce-fragment=""1"" style=""height: 35.5909px;"">
<th class=""woocommerce-product-attributes-item__label"" data-mce-fragment=""1"" style=""width: 48.9822%; height: 35.5909px;"">Stone Shape</th>
<td class=""woocommerce-product-attributes-item__value"" data-mce-fragment=""1"" style=""width: 50.7316%; height: 35.5909px;"">
<p data-mce-fragment=""1"">Round</p>
</td>
</tr>
<tr class=""woocommerce-product-attributes-item woocommerce-product-attributes-item--attribute_stone-color"" data-mce-fragment=""1"" style=""height: 35.5909px;"">
<th class=""woocommerce-product-attributes-item__label"" data-mce-fragment=""1"" style=""width: 48.9822%; height: 35.5909px;"">Stone Color</th>
<td class=""woocommerce-product-attributes-item__value"" data-mce-fragment=""1"" style=""width: 50.7316%; height: 35.5909px;"">
<p data-mce-fragment=""1"">E-F</p>
</td>
</tr>
<tr class=""woocommerce-product-attributes-item woocommerce-product-attributes-item--attribute_stone-clarity"" data-mce-fragment=""1"" style=""height: 35.5909px;"">
<th class=""woocommerce-product-attributes-item__label"" data-mce-fragment=""1"" style=""width: 48.9822%; height: 35.5909px;"">Stone Clarity</th>
<td class=""woocommerce-product-attributes-item__value"" data-mce-fragment=""1"" style=""width: 50.7316%; height: 35.5909px;"">
<p data-mce-fragment=""1"">VS</p>
</td>
</tr>
<tr class=""woocommerce-product-attributes-item woocommerce-product-attributes-item--attribute_total-carat-weight"" data-mce-fragment=""1"" style=""height: 19.5909px;"">
<th class=""woocommerce-product-attributes-item__label"" data-mce-fragment=""1"" style=""width: 48.9822%; height: 19.5909px;"">Total Carat Weight</th>
<td class=""woocommerce-product-attributes-item__value"" data-mce-fragment=""1"" style=""width: 50.7316%; height: 19.5909px;"">8.30 CT</td>
</tr>
<tr class=""woocommerce-product-attributes-item woocommerce-product-attributes-item--attribute_item-weight"" data-mce-fragment=""1"" style=""height: 35.5909px;"">
<th class=""woocommerce-product-attributes-item__label"" data-mce-fragment=""1"" style=""width: 48.9822%; height: 35.5909px;"">Item Weight</th>
<td class=""woocommerce-product-attributes-item__value"" data-mce-fragment=""1"" style=""width: 50.7316%; height: 35.5909px;"">
<p data-mce-fragment=""1"">14.1- Grams</p>
</td>
</tr>
</tbody>
</table>
<table width=""100%"" style=""width: 100.06%;"">
<tbody>
<tr>
<td style=""width: 48.9466%;"">                        <strong> Item Length</strong>
</td>
<td style=""width: 50.5719%;"">7""</td>
</tr>
</tbody>
</table>",Doctor Diamond Jewelry,Uncategorized,Diamond Bracelets,"Diamond Bracelet, mothers-day-2026, Tennis Bracelet",true,Title,Default Title,,,,,,,,1070-0032,0.0,shopify,1,continue,manual,7540.00,7900.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0830/7313/8982/files/1070-0032Face_9ce66b56-e42b-4fe5-ba02-aa3132df1d08.jpg?v=1768527687,1,Tennis bracelet lab-grown diamond 7.60 (ctw) in 14k white gold - Global Diamond Montreal,false,,,,,,,,,,,,,,Tennis bracelet lab-grown diamond ,8.30,round-1,,,,,prong,,Tennis bracelet lab-grown diamond 8.30 (ctw) in 14k white gold,,,,,,,,,,kg,,,true,,,true,,,active
tennis-bracelet-lab-grown-diamond-7-90-ctw-in-14k-white-gold-copy-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0830/7313/8982/files/1070-0032side_ebfda1da-5c75-468d-9cf2-a765ab83a597.jpg?v=1768527693,2,Tennis bracelet lab-grown diamond 7.60 (ctw) in 14k white gold - Global Diamond Montreal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-14k-yellow-gold-natural-diamond-necklace-copy,17″ 14K white gold 0.36 CT natural diamond necklace,"<div class=""woocommerce-product-details__short-description"">
<p>Our stunning 17″ 14K white gold natural diamond necklace enhances your jewelry collection. This necklace showcases a beautiful white and yellow gold combination, exuding a luxurious and versatile appeal. Crafted with meticulous attention to detail, the necklace features a delicate, timeless design that effortlessly complements any outfit. The 17″ length is perfect for layering or wearing alone as a dainty statement piece. Elevate your style with our exquisite 17″ 14K White &amp; Yellow Gold Necklace, a must-have accessory for any jewelry lover.</p>
</div>
<div data-mce-fragment=""1"" class=""ast-single-product-extras""><br></div>
<p> </p>
<table data-mce-fragment=""1"" class=""woocommerce-product-attributes shop_attributes"" style=""width: 100%;"">
<tbody data-mce-fragment=""1"">
<tr data-mce-fragment=""1"" class=""woocommerce-product-attributes-item woocommerce-product-attributes-item--attribute_pa_metal-color"">
<th data-mce-fragment=""1"" class=""woocommerce-product-attributes-item__label"" style=""width: 59.5941%;"">14k Gold Color</th>
<th style=""width: 0.389205%;""><br></th>
<td data-mce-fragment=""1"" class=""woocommerce-product-attributes-item__value"" style=""width: 39.2787%;"">
<p data-mce-fragment=""1"">Yellow</p>
</td>
</tr>
<tr data-mce-fragment=""1"" class=""woocommerce-product-attributes-item woocommerce-product-attributes-item--attribute_weight"">
<th data-mce-fragment=""1"" class=""woocommerce-product-attributes-item__label"" style=""width: 59.5941%;"">Weight</th>
<th style=""width: 0.389205%;""><br></th>
<td data-mce-fragment=""1"" class=""woocommerce-product-attributes-item__value"" style=""width: 39.2787%;"">
<p data-mce-fragment=""1"">3.2 Grams</p>
</td>
</tr>
</tbody>
</table>
<table style=""width: 100%; height: 19.5938px;"" width=""100%"">
<tbody>
<tr style=""height: 19.5938px;"">
<td style=""width: 60.1759%; height: 19.5938px;"">             Natural Diamond Carat</td>
<td style=""width: 39.4551%; height: 19.5938px;"">   0.36 ct SI G</td>
</tr>
</tbody>
</table>
<table width=""100%"">
<tbody>
<tr>
<td> </td>
</tr>
</tbody>
</table>
<p style=""padding-left: 40px;""><br><br><br><br><br><br><br><br><br><br></p>
<ul></ul>",Doctor Diamond Jewelry,Apparel & Accessories > Jewelry > Charms & Pendants,Diamond Pendant,mothers-day-2026,true,Title,Default Title,,,,,,,,1500-7003,0.0,shopify,10,deny,manual,1600.00,1800.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0830/7313/8982/files/1500-7003.jpg?v=1768527571,1,17″ 14K white gold 0.36 CT natural diamond necklace - Global Diamond Montreal,false,,,,,,,,,,,,,,,0.36,round-1,,,,choker-necklace,full-bezel,,,,,,,,,,,,kg,,,true,,,true,,,active
16-10k-white-yellow-gold-necklace-copy,17″ 14K yellow gold natural diamond necklace,"<div class=""woocommerce-product-details__short-description"">
<p>Our stunning 17″ 14K yellow gold natural diamond necklace enhances your jewelry collection. This necklace showcases a beautiful white and yellow gold combination, exuding a luxurious and versatile appeal. Crafted with meticulous attention to detail, the necklace features a delicate, timeless design that effortlessly complements any outfit. The 17″ length is perfect for layering or wearing alone as a dainty statement piece. Elevate your style with our exquisite 17″ 14K White &amp; Yellow Gold Necklace, a must-have accessory for any jewelry lover.</p>
</div>
<div class=""ast-single-product-extras"" data-mce-fragment=""1""><br></div>
<p> </p>
<table style=""width: 100%;"" class=""woocommerce-product-attributes shop_attributes"" data-mce-fragment=""1"">
<tbody data-mce-fragment=""1"">
<tr class=""woocommerce-product-attributes-item woocommerce-product-attributes-item--attribute_pa_metal-color"" data-mce-fragment=""1"">
<th style=""width: 59.5941%;"" class=""woocommerce-product-attributes-item__label"" data-mce-fragment=""1"">14k Gold Color</th>
<th style=""width: 0.389205%;""><br></th>
<td style=""width: 39.2787%;"" class=""woocommerce-product-attributes-item__value"" data-mce-fragment=""1"">
<p data-mce-fragment=""1"">Yellow</p>
</td>
</tr>
<tr class=""woocommerce-product-attributes-item woocommerce-product-attributes-item--attribute_weight"" data-mce-fragment=""1"">
<th style=""width: 59.5941%;"" class=""woocommerce-product-attributes-item__label"" data-mce-fragment=""1"">Weight</th>
<th style=""width: 0.389205%;""><br></th>
<td style=""width: 39.2787%;"" class=""woocommerce-product-attributes-item__value"" data-mce-fragment=""1"">
<p data-mce-fragment=""1"">3.1 Grams</p>
</td>
</tr>
</tbody>
</table>
<table width=""100%"" style=""width: 100%; height: 19.5938px;"">
<tbody>
<tr style=""height: 19.5938px;"">
<td style=""width: 60.1759%; height: 19.5938px;"">             Natural Diamond Carat</td>
<td style=""width: 39.4551%; height: 19.5938px;"">   0.24 ct SI G</td>
</tr>
</tbody>
</table>
<table width=""100%"">
<tbody>
<tr>
<td> </td>
</tr>
</tbody>
</table>
<p style=""padding-left: 40px;""><br><br><br><br><br><br><br><br><br><br></p>
<ul></ul>",Doctor Diamond Jewelry,Apparel & Accessories > Jewelry > Charms & Pendants,Diamond Pendant,mothers-day-2026,true,Title,Default Title,,,,,,,,1500-7002,0.0,shopify,10,deny,manual,1350.00,1700.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0830/7313/8982/files/1500-7002.jpg?v=1768527567,1,17″ 14K yellow gold natural diamond necklace - Global Diamond Montreal,false,,"Celebrate love, celebrate with a snowflake pendant necklace in 14k white or yellow gold. this elegant  Lab Grown diamond pendant 12 mm in diameter. features 0.52 (ctw) of brilliant white diamond and comes with 16″ chain This snowflake diamond pendant slides freely on its accompanying gold necklace chain and represents well our Canadian winters. Perks 30 Day money back: hassle-free returns. Free Secure, insured shipping with FEDEX or CANADA POST. Tracking number will be sent by email when your order is shipped. Lifetime manufacturer defect warranty included.",,,,,,,,,,,,,0.24,round-1,,,,choker-necklace,full-bezel,,,,,,,,,,,,kg,,,true,,,true,,,active
lab-grown-diamond-stud-earrings-4-01ctw-vs1-d-color-14k-gold-copy,Lab grown diamond stud earrings total 2.01 carat VS1 D Color  IGI 14k gold,"<p>The vivid D-white colour of these earrings will help you present yourself effectively. Make every single moment memorable with these gorgeous diamond-design earrings. Accessorize in style with these gold diamond earrings, which have a high-quality shine to optimize your look.</p>
<p> </p>
<p> </p>
<p> </p>
<table class=""woocommerce-product-attributes shop_attributes"">
<tbody>
<tr class=""woocommerce-product-attributes-item woocommerce-product-attributes-item--attribute_pa_metal-type"">
<th class=""woocommerce-product-attributes-item__label"">Metal Type</th>
<td class=""woocommerce-product-attributes-item__value"">
<p>14K Gold</p>
</td>
</tr>
<tr class=""woocommerce-product-attributes-item woocommerce-product-attributes-item--attribute_pa_metal-color"">
<th class=""woocommerce-product-attributes-item__label"">Metal Color</th>
<td class=""woocommerce-product-attributes-item__value"">
<p>White</p>
</td>
</tr>
<tr class=""woocommerce-product-attributes-item woocommerce-product-attributes-item--attribute_item-weight"">
<th class=""woocommerce-product-attributes-item__label"">Item Weight</th>
<td class=""woocommerce-product-attributes-item__value"">
<p>2.3</p>
</td>
</tr>
<tr class=""woocommerce-product-attributes-item woocommerce-product-attributes-item--attribute_total-carat-weight"">
<th class=""woocommerce-product-attributes-item__label"">Total Carat Weight</th>
<td class=""woocommerce-product-attributes-item__value"">
<p>2.01 CT</p>
</td>
</tr>
<tr class=""woocommerce-product-attributes-item woocommerce-product-attributes-item--attribute_pa_stone-type"">
<th class=""woocommerce-product-attributes-item__label"">Stone Type</th>
<td class=""woocommerce-product-attributes-item__value"">
<p>Lab-grown diamonds</p>
</td>
</tr>
<tr class=""woocommerce-product-attributes-item woocommerce-product-attributes-item--attribute_stone-shape"">
<th class=""woocommerce-product-attributes-item__label"">Stone Shape</th>
<td class=""woocommerce-product-attributes-item__value"">
<p>Round</p>
</td>
</tr>
<tr class=""woocommerce-product-attributes-item woocommerce-product-attributes-item--attribute_stone-cut"">
<th class=""woocommerce-product-attributes-item__label"">Stone Cut</th>
<td class=""woocommerce-product-attributes-item__value"">
<p>Excellent</p>
</td>
</tr>
<tr class=""woocommerce-product-attributes-item woocommerce-product-attributes-item--attribute_stone-color"">
<th class=""woocommerce-product-attributes-item__label"">Stone Color</th>
<td class=""woocommerce-product-attributes-item__value"">
<p>D</p>
</td>
</tr>
<tr class=""woocommerce-product-attributes-item woocommerce-product-attributes-item--attribute_stone-clarity"">
<th class=""woocommerce-product-attributes-item__label"">Stone Clarity</th>
<td class=""woocommerce-product-attributes-item__value"">
<p>VS1</p>
</td>
</tr>
<tr class=""woocommerce-product-attributes-item woocommerce-product-attributes-item--attribute_pa_diamond-type"">
<th class=""woocommerce-product-attributes-item__label"">Diamond Diameter Approximately</th>
<td class=""woocommerce-product-attributes-item__value"">
<p>6.5 MM Each </p>
</td>
</tr>
</tbody>
</table>
<p> </p>",Doctor Diamond Jewelry,Apparel & Accessories > Jewelry > Rings,Diamond Studs,"Diamond Earrings, mothers-day-2026, Stud Diamond Earrings",true,Color,yellow,product.metafields.shopify.color-pattern,,,,,,,1100-0029,0.0,shopify,2,deny,manual,2100.00,2400.00,false,true,,,,,,https://cdn.shopify.com/s/files/1/0830/7313/8982/files/Lab_grown_diamond_stud_earrings_total_2.01_carat_VS1_D_Color_IGI_14k_gold.png?v=1776115114,1,"",false,,,,,,,,,,,,,,,2.01,round-1,,stud,,,prong,,,,yellow; white,,,,,,,,kg,,,true,,,true,,,active
lab-grown-diamond-stud-earrings-4-01ctw-vs1-d-color-14k-gold-copy,,,,,,,,,white,,,,,,,,1100-0029,0.0,shopify,3,deny,manual,2100.00,2400.00,false,true,,,,,"",https://cdn.shopify.com/s/files/1/0830/7313/8982/files/Bigstudlifestyle_a40032bb-bd35-44eb-85d7-57bd3a5f6e19.png?v=1776115145,2,Lab grown diamond stud earrings total 2.01 carat VS1 D Color IGI 14k gold - Global Diamond Montreal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
lab-grown-diamond-stud-earrings-4-01ctw-vs1-d-color-14k-gold-copy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0830/7313/8982/files/1100-0000-scaled-1024x1024_eb2fc66c-47f5-450d-a44f-7ba6f4a265aa.jpg?v=1776115264,3,Lab grown diamond stud earrings total 2.01 carat VS1 D Color IGI 14k gold - Global Diamond Montreal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14k-white-gold-diamond-line-pendant-0-56-ctw-copy,14k White gold & diamond line pendant 0.26 (ctw),"<div class=""woocommerce-product-details__short-description"">
<div class=""woocommerce-product-details__short-description"">
<div class=""woocommerce-product-details__short-description"">
<div class=""woocommerce-product-details__short-description"">
<div class=""woocommerce-product-details__short-description"">
<p><meta charset=""utf-8""><span data-mce-fragment=""1"">This exquisite pendant is designed to be a versatile accessory, easily complementing both casual and formal ensembles. Its refined beauty and understated sophistication make it a perfect choice for any occasion. The 14k white gold setting adds a touch of luxury and ensures durability, making this pendant a cherished heirloom for years to come.</span><br><meta charset=""utf-8""></p>
</div>
</div>
</div>
</div>
</div>
<div class=""ast-single-product-extras"" data-mce-fragment=""1""><br></div>
<p> </p>
<table class=""woocommerce-product-attributes shop_attributes"" data-mce-fragment=""1"" style=""width: 100%;"">
<tbody data-mce-fragment=""1"">
<tr class=""woocommerce-product-attributes-item woocommerce-product-attributes-item--attribute_pa_metal-type"" data-mce-fragment=""1"">
<th class=""woocommerce-product-attributes-item__label"" data-mce-fragment=""1"" style=""width: 64.9198%;"">Metal Type</th>
<td class=""woocommerce-product-attributes-item__value"" data-mce-fragment=""1"" style=""width: 34.7719%;"">
<p data-mce-fragment=""1"">14K Gold</p>
</td>
</tr>
<tr class=""woocommerce-product-attributes-item woocommerce-product-attributes-item--attribute_pa_metal-color"" data-mce-fragment=""1"">
<th class=""woocommerce-product-attributes-item__label"" data-mce-fragment=""1"" style=""width: 64.9198%;"">Metal Color</th>
<td class=""woocommerce-product-attributes-item__value"" data-mce-fragment=""1"" style=""width: 34.7719%;"">
<p data-mce-fragment=""1"">White</p>
</td>
</tr>
<tr class=""woocommerce-product-attributes-item woocommerce-product-attributes-item--attribute_item-weight"" data-mce-fragment=""1"">
<th class=""woocommerce-product-attributes-item__label"" data-mce-fragment=""1"" style=""width: 64.9198%;"">Item Weight</th>
<td class=""woocommerce-product-attributes-item__value"" data-mce-fragment=""1"" style=""width: 34.7719%;"">
<p data-mce-fragment=""1"">3.8 Grams</p>
</td>
</tr>
<tr class=""woocommerce-product-attributes-item woocommerce-product-attributes-item--attribute_total-carat-weight"" data-mce-fragment=""1"">
<th class=""woocommerce-product-attributes-item__label"" data-mce-fragment=""1"" style=""width: 64.9198%;"">Total Carat Weight</th>
<td class=""woocommerce-product-attributes-item__value"" data-mce-fragment=""1"" style=""width: 34.7719%;"">
<p data-mce-fragment=""1"">0.26 CTW</p>
</td>
</tr>
<tr class=""woocommerce-product-attributes-item woocommerce-product-attributes-item--attribute_pa_stone-type"" data-mce-fragment=""1"">
<th class=""woocommerce-product-attributes-item__label"" data-mce-fragment=""1"" style=""width: 64.9198%;"">Stone Type</th>
<td class=""woocommerce-product-attributes-item__value"" data-mce-fragment=""1"" style=""width: 34.7719%;"">
<p data-mce-fragment=""1"">Lab-GrownDiamond</p>
</td>
</tr>
<tr class=""woocommerce-product-attributes-item woocommerce-product-attributes-item--attribute_stone-shape"" data-mce-fragment=""1"">
<th class=""woocommerce-product-attributes-item__label"" data-mce-fragment=""1"" style=""width: 64.9198%;"">Stone Shape</th>
<td class=""woocommerce-product-attributes-item__value"" data-mce-fragment=""1"" style=""width: 34.7719%;"">
<p data-mce-fragment=""1"">Round</p>
</td>
</tr>
<tr class=""woocommerce-product-attributes-item woocommerce-product-attributes-item--attribute_stone-cut"" data-mce-fragment=""1"">
<th class=""woocommerce-product-attributes-item__label"" data-mce-fragment=""1"" style=""width: 64.9198%;"">Stone Cut</th>
<td class=""woocommerce-product-attributes-item__value"" data-mce-fragment=""1"" style=""width: 34.7719%;"">
<p data-mce-fragment=""1"">Very Good</p>
</td>
</tr>
<tr class=""woocommerce-product-attributes-item woocommerce-product-attributes-item--attribute_stone-color"" data-mce-fragment=""1"">
<th class=""woocommerce-product-attributes-item__label"" data-mce-fragment=""1"" style=""width: 64.9198%;"">Stone Color</th>
<td class=""woocommerce-product-attributes-item__value"" data-mce-fragment=""1"" style=""width: 34.7719%;"">
<p data-mce-fragment=""1"">F</p>
</td>
</tr>
<tr class=""woocommerce-product-attributes-item woocommerce-product-attributes-item--attribute_stone-clarity"" data-mce-fragment=""1"">
<th class=""woocommerce-product-attributes-item__label"" data-mce-fragment=""1"" style=""width: 64.9198%;"">Stone Clarity</th>
<td class=""woocommerce-product-attributes-item__value"" data-mce-fragment=""1"" style=""width: 34.7719%;"">
<p data-mce-fragment=""1"">VS</p>
</td>
</tr>
</tbody>
</table>
<p><br><br><br><br><br><br><br></p>
<ul></ul>",Doctor Diamond Jewelry,Apparel & Accessories > Jewelry > Charms & Pendants,Diamond Pendant,"Gold Necklace, mothers-day-2026",true,Title,Default Title,,,,,,,,1500-0003,0.0,shopify,10,continue,manual,1280.00,1600.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0830/7313/8982/files/1500-0003BOX_141c8d09-aa80-466e-a2d4-bbccf19a9004.png?v=1768527533,1,14k White gold & diamond line pendant 0.26 (ctw) - Global Diamond Montreal,false,0.51 Carat (ctw)Lab Grown Diamond Snowflake Pendant in 14k Gold,"Celebrate love, celebrate with a snowflake pendant necklace in 14k white or yellow gold. this elegant  Lab Grown diamond pendant 12 mm in diameter. features 0.52 (ctw) of brilliant white diamond and comes with 16″ chain This snowflake diamond pendant slides freely on its accompanying gold necklace chain and represents well our Canadian winters. Perks 30 Day money back: hassle-free returns. Free Secure, insured shipping with FEDEX or CANADA POST. Tracking number will be sent by email when your order is shipped. Lifetime manufacturer defect warranty included.",,,,,,,,,,,,,0.51,round-1,,,,diamond-pendant,prong,,,,,,,,,,,,kg,,,true,,,true,,,active
14k-white-gold-diamond-line-pendant-0-56-ctw-copy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0830/7313/8982/files/1500-0003Live.png?v=1768527535,2,14k White gold & diamond line pendant 0.26 (ctw) - Global Diamond Montreal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14k-white-gold-diamond-line-pendant-0-56-ctw-copy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0830/7313/8982/files/1500-0003NEW.jpg?v=1768527536,3,14k White gold & diamond line pendant 0.26 (ctw) - Global Diamond Montreal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diamond-stud-earrings-0-70-ctw-in-14k-white-gold-copy,Diamond stud earrings total 0.60 carat in 14k gold,"<div class=""woocommerce-product-details__short-description"">
<div class=""woocommerce-product-details__short-description"">
<div class=""woocommerce-product-details__short-description"">
<div class=""woocommerce-product-details__short-description"">
<div class=""woocommerce-product-details__short-description"">
<div class=""woocommerce-product-details__short-description"">
<p><span style=""font-family: -apple-system, BlinkMacSystemFont, 'San Francisco', 'Segoe UI', Roboto, 'Helvetica Neue', sans-serif; font-size: 0.875rem;""><meta charset=""utf-8""> <span>The vivid white color of these earrings will let you present yourself effectively. Make your every single moment memorable with these gorgeous stud diamond earrings. Accessorize in style with these gold diamond earrings. These earrings feature a high-quality shine to enhance your look.</span> </span><br></p>
</div>
</div>
</div>
</div>
</div>
</div>
<p> </p>
<table class=""woocommerce-product-attributes shop_attributes"">
<tbody>
<tr class=""woocommerce-product-attributes-item woocommerce-product-attributes-item--attribute_pa_metal-type"">
<th class=""woocommerce-product-attributes-item__label"">Metal Type</th>
<td class=""woocommerce-product-attributes-item__value"">
<p>14K Gold</p>
</td>
</tr>
<tr class=""woocommerce-product-attributes-item woocommerce-product-attributes-item--attribute_pa_diamond-type"">
<th class=""woocommerce-product-attributes-item__label"">Diamond Type</th>
<td class=""woocommerce-product-attributes-item__value"">
<p>Lab-grown Diamond</p>
</td>
</tr>
<tr class=""woocommerce-product-attributes-item woocommerce-product-attributes-item--attribute_stone-shape"">
<th class=""woocommerce-product-attributes-item__label"">Stone Shape</th>
<td class=""woocommerce-product-attributes-item__value"">
<p>Round</p>
</td>
</tr>
<tr class=""woocommerce-product-attributes-item woocommerce-product-attributes-item--attribute_stone-clarity"">
<th class=""woocommerce-product-attributes-item__label"">Stone Clarity</th>
<td class=""woocommerce-product-attributes-item__value"">
<p>VS</p>
</td>
</tr>
<tr class=""woocommerce-product-attributes-item woocommerce-product-attributes-item--attribute_stone-color"">
<th class=""woocommerce-product-attributes-item__label"">Stone Color</th>
<td class=""woocommerce-product-attributes-item__value"">
<p>F</p>
</td>
</tr>
<tr class=""woocommerce-product-attributes-item woocommerce-product-attributes-item--attribute_stone-cut"">
<th class=""woocommerce-product-attributes-item__label"">Diamond Diameter Approximately</th>
<td class=""woocommerce-product-attributes-item__value"">
<p>4.4 MM Each</p>
</td>
</tr>
<tr class=""woocommerce-product-attributes-item woocommerce-product-attributes-item--attribute_total-carat-weight"">
<th class=""woocommerce-product-attributes-item__label"">Total Carat Weight</th>
<td class=""woocommerce-product-attributes-item__value"">
<p>0.60 ct</p>
</td>
</tr>
<tr class=""woocommerce-product-attributes-item woocommerce-product-attributes-item--attribute_item-weight"">
<th class=""woocommerce-product-attributes-item__label"">Item Weight</th>
<td class=""woocommerce-product-attributes-item__value"">
<p>1.3</p>
</td>
</tr>
</tbody>
</table>
<p><br></p>
<div class=""woocommerce-tabs wc-tabs-wrapper"">
<div aria-labelledby=""tab-title-additional_information"" role=""tabpanel"" id=""tab-additional_information"" class=""woocommerce-Tabs-panel woocommerce-Tabs-panel--additional_information panel entry-content wc-tab"">
<br><br>
</div>
</div>",Doctor Diamond Jewelry,Uncategorized,Diamond Studs,"Diamond Earrings, mothers-day-2026, Stud Diamond Earrings, Top Seller",true,Gold Color,White Gold,,,,,,,,1100-0001,0.0,shopify,8,deny,manual,740.00,940.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0830/7313/8982/files/Diamond_stud_earrings_total_0.60_carat_in_14k_gold.png?v=1776114436,1,"",false,,,,,,,,,,,,,,,0.60,round-1,,stud,,,prong,,Stud Earrings,,,,,,,,,,kg,,,true,,,true,,,active
